soil_moisture,tilt,vibration
42.483570765056164,1.9585207096486446,0.06295377076201385
47.61514928204013,1.9297539875829992,0.045317260861016395
47.896064077536955,2.230230418745873,0.040610512281300956
42.712800217929825,1.8609746921562613,0.04068540492859486
41.20981135783017,1.4260159266026606,0.015501643349739344
37.188562353795135,1.6961506638996728,0.05628494665190548
35.45987962239394,1.5763088895994126,0.07931297537843109
38.87111849756732,2.020258461406377,0.021505036275730867
37.27808637737409,2.0332767769129596,0.026980128451553946
41.87849009172836,1.8198083930243585,0.044166125004134464
36.991466938853016,2.555683455352681,0.04973005550524132
34.7114453552205,2.2467634736309567,0.025583127000579558
41.04431797502378,1.4120989628360674,0.02343627902203139
40.984306179345616,2.221539973998623,0.05342736562379941
39.4217585880588,1.9096688913232134,0.020429560192651453
36.40077895802646,1.8618083687120637,0.07114244452437832
41.718091447842305,1.4710879533911798,0.0564816793878959
38.07458859791842,1.7969233999082124,0.06223352577681736
45.154997612479754,2.2793840357348594,0.03321564953554723
38.45393812074393,2.099379029421069,0.06951090254244718
37.60412881077355,1.944302307000855,0.02787330051987944
34.01896687959665,2.2437577467182592,0.07712480057141646
39.63994939209833,2.301059869367607,0.05723272050095268
36.774401226974376,2.108418681652524,0.08076073132931938
39.82086980445024,2.4693930967442017,-0.0023949020817948877
44.10951252187612,2.0261141204714512,0.04401985299068265
40.458803882677515,1.4037293256197323,0.045606562243249764
41.78556285755873,2.443368213422455,0.03963459563452705
35.95753198553406,1.849472886924639,0.06830804235404149
41.64375554829842,1.8410719388698884,0.060265348662267126
40.4853877467402,2.290593497159867,0.03595893812245295
38.36168926701116,1.8823675540603526,0.02072970103735763
41.48060138532288,2.078316581653967,0.05010226913284922
38.82706433312426,1.5753887773848758,0.041587093544692824
38.286427417366156,1.7593168192335145,0.04677428576667982
42.02025428407269,2.565855770363159,0.053491556256636784
41.28775195361382,1.9776662252701498,0.011624575694019174
39.867430622753915,2.018069062982308,0.09926484224970572
39.03819517609439,2.0904642027000837,0.049305764605895135
34.15660981190234,2.342846844354506,0.06503866065373548
43.95515973521523,1.7271837635615783,0.07805588621872199
32.990744686038596,2.176057128140081,0.09380911251619958
35.04731837434656,1.8301106811191685,0.05199302730175283
37.482621729419,1.5348009706801602,0.05137125949612055
34.688481431369475,2.1420777291905546,0.03161151531532394
47.7496720250877,1.765024012299129,0.04355876967588649
44.06758608684835,1.6307407050698135,0.05454919869208259
46.53571377141214,1.5177550296316318,0.05369267717064609
41.29941397124212,2.234546861533193,0.025260985782438364
33.39771693457862,2.1565824696850693,0.05593969346466372
41.252464251729386,2.1039344628490926,0.03639950556843019
41.16126848580502,2.0879217419896046,0.035712971639472645
49.328872555723784,2.1421498762735363,0.02617393005594703
43.28276804316915,1.7075954989318036,0.06574169207484905
45.79297789503702,1.753795304494487,0.06926752258488644
42.063904634682494,2.246618047998347,0.08793585965307896
38.77305941998565,1.7738791506927531,0.03220971140748954
35.92094857517281,1.9768694871757688,0.05682303949633288
41.3834539966501,2.248154974710807,0.05026003783755814
47.26767038578659,1.9206029500286133,0.10440338333179239
43.128336738825034,1.7428527330751153,0.028582150038777756
42.41236207621593,1.9329611644022446,0.06428000988184185
42.366188122867726,1.9781513262029382,0.033064125638631904
32.42576387657068,1.8660455143798937,0.06712797588646945
41.07046872065102,1.6262783663864036,0.053463618517023644
41.92658689864418,1.7348427691396602,0.05307450211891056
40.29104359223,1.657108910650813,0.05715574720696567
42.803922631841175,2.3249153729525833,0.07107604104069806
33.111653160214544,1.7186524880254632,0.0603007053441732
42.56892975456105,2.1545143058918144,0.12705462981309443
42.85445255346583,2.34066969205418,0.06908003526986405
43.25695625652899,1.9054192266078964,0.06517938440986536
36.13587392731214,1.9289544179779974,0.040292729043417935
40.40937069693161,2.6943975700020526,0.012654696148165043
43.431300951872565,1.5161852386431045,0.04056136268421133
45.44475298483683,2.0192840057286388,0.02844510444141388
36.42348145370016,2.2038793246804027,0.03539266736565727
41.08229294790988,2.0136715519711443,0.03696799304788366
